117002,,5895,10773,11175,11201,,,,,,,,,,,,,,,,,,
117003,,1542,1775,1793,1793,,,,,,,,,,,,,,,,,,
117004,,890,1188,1196,1196,,,,,,,,,,,,,,,,,,
117005,,849,925,995,995,,,,,,,,,,,,,,,,,,
117006,,27227,29699,30509,30575,,,,,,,,,,,,,,,,,,
117007,,1860,3277,4282,4362,,,,,,,,,,,,,,,,,,
117008,,6777,8023,8276,8282,,,,,,,,,,,,,,,,,,
117009,,1834,2197,2343,2374,,,,,,,,,,,,,,,,,,
117010,,13026,17466,18330,18449,,,,,,,,,,,,,,,,,,
117011,,17191,19270,19956,19982,,,,,,,,,,,,,,,,,,
117012,,3617,3770,3939,3948,,,,,,,,,,,,,,,,,,
117013,,131,135,145,145,,,,,,,,,,,,,,,,,,
117014,,610,643,665,665,,,,,,,,,,,,,,,,,,
117015,,17742,19904,21027,21084,,,,,,,,,,,,,,,,,,
117016,,247,976,1667,1760,,,,,,,,,,,,,,,,,,
117017,,2415,2805,3047,3079,,,,,,,,,,,,,,,,,,
117018,,993,1132,1147,1147,,,,,,,,,,,,,,,,,,
117019,,6066,7267,7811,7847,,,,,,,,,,,,,,,,,,
117020,,1299,1452,1646,1646,,,,,,,,,,,,,,,,,,
117021,,16123,16301,16570,16596,,,,,,,,,,,,,,,,,,
117022,,2727,3194,3494,3544,,,,,,,,,,,,,,,,,,
117023,,1148,1177,1191,1191,,,,,,,,,,,,,,,,,,
117024,,5210,7213,8197,8285,,,,,,,,,,,,,,,,,,
117025,,2225,3209,4020,4159,,,,,,,,,,,,,,,,,,
117026,,74,165,282,296,,,,,,,,,,,,,,,,,,
117027,,6946,7655,8124,8219,,,,,,,,,,,,,,,,,,
117028,,60,182,345,345,,,,,,,,,,,,,,,,,,
117029,,3949,4327,5251,5300,,,,,,,,,,,,,,,,,,
117030,,13,550,1550,1550,,,,,,,,,,,,,,,,,,
117031,,8426,10363,11848,11970,,,,,,,,,,,,,,,,,,
117032,,1283,2099,2640,2686,,,,,,,,,,,,,,,,,,
117033,,1684,2040,2465,2524,,,,,,,,,,,,,,,,,,
117034,,673,756,832,839,,,,,,,,,,,,,,,,,,
117035,,9985,10912,11541,11593,,,,,,,,,,,,,,,,,,
117036,,980,1138,1515,1527,,,,,,,,,,,,,,,,,,
117037,,173,178,178,178,,,,,,,,,,,,,,,,,,
117038,,1217,2426,4310,4475,,,,,,,,,,,,,,,,,,
117039,,1629,2032,2689,2771,,,,,,,,,,,,,,,,,,
117040,,8339,8614,9229,9252,,,,,,,,,,,,,,,,,,
117041,,0,7,107,145,,,,,,,,,,,,,,,,,,
117042,,1193,1329,1448,1451,,,,,,,,,,,,,,,,,,
117043,,117,119,119,119,,,,,,,,,,,,,,,,,,
117044,,178,307,350,350,,,,,,,,,,,,,,,,,,
117045,,52,106,386,398,,,,,,,,,,,,,,,,,,
117047,,527,1454,2612,2703,,,,,,,,,,,,,,,,,,
117048,,614,1254,2333,2362,,,,,,,,,,,,,,,,,,
117049,,979,1425,2469,2661,,,,,,,,,,,,,,,,,,
117050,,0,30,197,197,,,,,,,,,,,,,,,,,,
117051,,0,8,52,52,,,,,,,,,,,,,,,,,,
117052,,0,335,985,1033,,,,,,,,,,,,,,,,,,
117053,,0,61,146,153,,,,,,,,,,,,,,,,,,
117054,,3237,3414,3471,3471,,,,,,,,,,,,,,,,,,
117055,,286,996,2413,2667,,,,,,,,,,,,,,,,,,
117056,,3424,3799,4338,4352,,,,,,,,,,,,,,,,,,
117057,,0,0,173,333,,,,,,,,,,,,,,,,,,
117059,,4755,4863,4992,5014,,,,,,,,,,,,,,,,,,
117060,,0,103,219,248,,,,,,,,,,,,,,,,,,
117061,,53,179,705,1339,,,,,,,,,,,,,,,,,,
117062,,310,397,1256,1821,,,,,,,,,,,,,,,,,,
117064,,27,403,1164,1402,,,,,,,,,,,,,,,,,,
117065,,10123,11963,14164,14826,,,,,,,,,,,,,,,,,,
117066,,6181,7581,9807,10313,,,,,,,,,,,,,,,,,,
117067,,53,60,60,60,,,,,,,,,,,,,,,,,,
117068,,123,124,124,124,,,,,,,,,,,,,,,,,,
117069,,1124,1125,1125,1125,,,,,,,,,,,,,,,,,,
117070,,1598,2330,3974,4504,,,,,,,,,,,,,,,,,,
117071,,7683,8441,9127,9233,,,,,,,,,,,,,,,,,,
117072,,301,308,316,330,,,,,,,,,,,,,,,,,,
117073,,1249,1622,1990,2018,,,,,,,,,,,,,,,,,,
117074,,5112,5990,7004,7351,,,,,,,,,,,,,,,,,,
117075,,4139,4672,5441,5587,,,,,,,,,,,,,,,,,,
117076,,213,240,255,284,,,,,,,,,,,,,,,,,,
117078,,9945,11390,11918,11954,,,,,,,,,,,,,,,,,,
117079,,4748,5059,5443,5464,,,,,,,,,,,,,,,,,,
117080,,7680,8708,10187,10772,,,,,,,,,,,,,,,,,,
117081,,186,214,265,265,,,,,,,,,,,,,,,,,,
117082,,6718,7109,7483,7570,,,,,,,,,,,,,,,,,,
117083,,7379,7996,8515,8607,,,,,,,,,,,,,,,,,,
117084,,2860,3576,4015,4094,,,,,,,,,,,,,,,,,,
117085,,494,565,803,929,,,,,,,,,,,,,,,,,,
117086,,5796,6615,7909,8213,,,,,,,,,,,,,,,,,,
117087,,2220,2858,4420,4798,,,,,,,,,,,,,,,,,,
117088,,7682,8449,9385,9661,,,,,,,,,,,,,,,,,,
117089,,14864,16308,18252,18717,,,,,,,,,,,,,,,,,,
