,,Desmatamento (ha):bar:100,,,,,,,,Desmatamento total  (ha),Usinas Hidrelétricas,,,PCHs,,,Mineração (t),
2006109,,3928,4919,5671,5869,,,,,20387,,,,,,,,
2006110,,9392,11445,13774,14325,,,,,48936,,,,,,,,
2006111,,4699,5308,6234,6361,,,,,22602,,,,,,,,
2007004,,0,6,6,6,,,,,18,,,,,,,,
2007011,,0,12,12,12,,,,,36,,,,,,,,
2007023,,0,3,3,3,,,,,9,,,,,,,,
2007025,,0,13,13,13,,,,,39,,,,,,,,
2007026,,0,11,11,11,,,,,33,,,,,,,,
2007035,,0,0,24,24,,,,,48,,,,,,,,
2007038,,0,0,7,28,,,,,35,,,,,,,,
2007039,,13,13,13,13,,,,,52,,,,,,,,
2007040,,0,0,70,70,,,,,140,,,,,,,,
2007041,,6,6,6,6,,,,,24,,,,,,,,
2007043,,0,0,38,38,,,,,76,,,,,,,,
2007045,,0,17,34,34,,,,,85,,,,,,,,
2007046,,0,0,164,164,,,,,328,,,,,,,,
2007047,,3,3,3,3,,,,,12,,,,,,,,
2007048,,0,18,59,59,,,,,136,,,,,,,,
2007051,,0,345,1119,1744,,,,,3208,,,,,,,,
2007052,,0,0,81,102,,,,,183,,,,,,,,
2007054,,0,30,76,93,,,,,199,,,,,,,,
2007057,,0,33,33,33,,,,,99,,,,,,,,
2007058,,0,19,19,29,,,,,67,,,,,,,,
2007059,,0,11,11,11,,,,,33,,,,,,,,
2007060,,0,116,136,136,,,,,388,,,,,,,,
2007061,,83,106,223,431,,,,,843,,,,,,,,
2007062,,1,74,81,91,,,,,247,,,,,,,,
2007063,,10346,10409,10417,10417,,,,,41589,,,,,,,,
2007064,,332,492,642,642,,,,,2108,,,,,,,,
2007065,,6,6,6,6,,,,,24,,,,,,,,
2007066,,410,415,416,416,,,,,1657,,,,,,,,
2007067,,4723,4723,4723,4723,,,,,18892,,,,,,,,
2007068,,1210,1210,1210,1210,,,,,4840,,,,,,,,
2007069,,4263,4758,5263,5322,,,,,19606,,,,,,,,
2007070,,34000,34069,34180,34180,,,,,136429,,,,,,,,
2007071,,10808,10948,11041,11075,,,,,43872,,,,,,,,
2007072,,2115,2115,2115,2115,,,,,8460,,,,,,,,
2007073,,12140,12171,12208,12208,,,,,48727,,,,,,,,
2007074,,32616,33169,33662,33708,,,,,133155,,,,,,,,
2007075,,11797,12005,12065,12065,,,,,47932,,,,,,,,
2007076,,8923,9949,10523,10576,,,,,39971,,,,,,,,
2007077,,15746,16278,16533,16548,,,,,65105,,,,,,,,
2007078,,12806,13418,13973,14006,,,,,54203,,,,,,,,
2007079,,45823,46508,47150,47254,,,,,186735,,,,,,,,
2007080,,24526,27248,28892,28918,,,,,109584,,,,,,,,
2007081,,6680,7544,8011,8017,,,,,30252,,,,,,,,
2007082,,4666,4884,5080,5105,,,,,19735,,,,,,,,
2007083,,9482,9770,9995,10002,,,,,39249,,,,,,,,
2008003,,0,8,8,8,,,,,24,,,,,,,,
2008004,,0,1,1,1,,,,,3,,,,,,,,
2008005,,0,19,19,19,,,,,57,,,,,,,,
2008010,,0,0,0,0,,,,,0,,,,,,,,
2008014,,0,7,7,7,,,,,21,,,,,,,,
2008016,,0,38,38,38,,,,,114,,,,,,,,
2008027,,0,4,4,4,,,,,12,,,,,,,,
2008028,,0,3,3,3,,,,,9,,,,,,,,
2008031,,353,353,353,353,,,,,1412,,,,,,,,
2008032,,11,11,11,11,,,,,44,,,,,,,,
2008034,,383,402,411,411,,,,,1607,,,,,,,,
2008038,,11,11,11,11,,,,,44,,,,,,,,
2008041,,1110,1137,1139,1139,,,,,4525,,,,,,,,
2008047,,912,934,961,961,,,,,3768,,,,,,,,
2008048,,6,6,6,6,,,,,24,,,,,,,,
2008051,,40,47,47,47,,,,,181,,,,,,,,
2008053,,45,45,45,45,,,,,180,,,,,,,,
2008055,,67,67,67,67,,,,,268,,,,,,,,
2008056,,8,12,12,12,,,,,44,,,,,,,,
2008057,,10,18,29,35,,,,,92,,,,,,,,
2008058,,78,130,148,157,,,,,513,,,,,,,,
2008059,,473,602,625,647,,,,,2347,,,,,,,,
2008065,,0,0,0,0,,,,,0,,,,,,,,
2008071,,0,2,2,2,,,,,6,,,,,,,,
2008073,,17,79,88,88,,,,,272,,,,,,,,
2008074,,277,290,303,311,,,,,1181,,,,,,,,
2008076,,0,0,0,10,,,,,10,,,,,,,,
2008078,,0,13,27,31,,,,,71,,,,,,,,
2008079,,29,29,29,29,,,,,116,,,,,,,,
2008080,,5,5,5,5,,,,,20,,,,,,,,
2008081,,9,9,9,9,,,,,36,,,,,,,,
2008082,,31,31,31,31,,,,,124,,,,,,,,
2008083,,57,57,57,57,,,,,228,,,,,,,,
2008085,,20,28,28,28,,,,,104,,,,,,,,
2008086,,0,15,17,17,,,,,49,,,,,,,,
2008088,,0,5,5,5,,,,,15,,,,,,,,
2008089,,11,116,124,141,,,,,392,,,,,,,,
2008091,,9,9,9,9,,,,,36,,,,,,,,
2008092,,76,112,112,112,,,,,412,,,,,,,,
2008093,,75,80,80,80,,,,,315,,,,,,,,
2008094,,323,483,628,721,,,,,2155,,,,,,,,
2008096,,0,10,10,10,,,,,30,,,,,,,,
2008099,,1233,1579,1692,1692,,,,,6196,,,,,,,,
2008100,,13,26,26,26,,,,,91,,,,,,,,
2008102,,604,738,773,773,,,,,2888,,,,,,,,
2008103,,648,945,975,975,,,,,3543,,,,,,,,
2008104,,0,7,7,7,,,,,21,,,,,,,,
2008105,,314,446,477,477,,,,,1714,,,,,,,,
2008106,,526,589,590,590,,,,,2295,,,,,,,,
2008107,,2630,3403,3894,3927,,,,,13854,,,,,,,,
2008108,,148,151,151,151,,,,,601,,,,,,,,
2008109,,584,685,735,744,,,,,2748,,,,,,,,
2008110,,0,0,0,0,,,,,0,,,,,,,,
2008112,,0,6,6,6,,,,,18,,,,,,,,
2008113,,1048,1212,1317,1343,,,,,4920,,,,,,,,
2008115,,4,15,15,15,,,,,49,,,,,,,,
2008117,,7,7,7,7,,,,,28,,,,,,,,
2008119,,207,234,254,270,,,,,965,,,,,,,,
2008121,,3915,4555,4722,4740,,,,,17932,,,,,,,,
2008122,,0,0,1,1,,,,,2,,,,,,,,
2008124,,6,13,13,13,,,,,45,,,,,,,,
2008125,,3410,3928,3988,3988,,,,,15314,,,,,,,,
2008126,,19,21,27,27,,,,,94,,,,,,,,
2008127,,4678,5060,5138,5162,,,,,20038,,,,,,,,
2008128,,2739,2910,3006,3021,,,,,11676,,,,,,,,
2008129,,12,12,12,12,,,,,48,,,,,,,,
2008130,,82,92,110,110,,,,,394,,,,,,,,
2008131,,101,112,112,112,,,,,437,,,,,,,,
2008132,,49,55,55,55,,,,,214,,,,,,,,
2008133,,2599,2726,2899,2905,,,,,11129,,,,,,,,
2008134,,103,149,149,149,,,,,550,,,,,,,,
2008135,,270,297,297,297,,,,,1161,,,,,,,,
2008136,,2110,2319,2685,2722,,,,,9836,,,,,,,,
2008137,,6831,6940,7022,7022,,,,,27815,,,,,,,,
2008138,,7373,7517,7614,7637,,,,,30141,,,,,,,,
2008139,,593,612,616,616,,,,,2437,,,,,,,,
2008140,,11116,12104,12765,12817,,,,,48802,,,,,,,,
2009002,,0,6,6,6,,,,,18,,,,,,,,
2009004,,732,762,762,762,,,,,3018,,,,,,,,
2009010,,2,2,2,2,,,,,8,,,,,,,,
2009014,,134,159,188,188,,,,,669,,,,,,,,
2009015,,0,7,7,7,,,,,21,,,,,,,,
2009016,,0,2,2,2,,,,,6,,,,,,,,
2009018,,7,22,80,80,,,,,189,,,,,,,,
2009019,,133,213,275,278,,,,,899,,,,,,,,
2009020,,38,50,79,79,,,,,246,,,,,,,,
2009021,,547,553,553,553,,,,,2206,,,,,,,,
2009022,,54,76,76,76,,,,,282,,,,,,,,
2009023,,367,388,394,400,,,,,1549,,,,,,,,
2009024,,346,419,424,424,,,,,1613,,,,,,,,
2009025,,184,192,192,192,,,,,760,,,,,,,,
2009026,,58,58,58,58,,,,,232,,,,,,,,
2009027,,1346,1598,1712,1720,,,,,6376,,,,,,,,
2009028,,392,459,524,524,,,,,1899,,,,,,,,
2009029,,436,461,473,473,,,,,1843,,,,,,,,
2009030,,2,4,4,11,,,,,21,,,,,,,,
2009031,,2553,3883,5566,5587,,,,,17589,,,,,,,,
2009032,,12,36,36,36,,,,,120,,,,,,,,
2009033,,1962,2071,2102,2102,,,,,8237,,,,,,,,
2009034,,744,794,802,802,,,,,3142,,,,,,,,
2009035,,0,8,8,8,,,,,24,,,,,,,,
2009036,,90,100,100,100,,,,,390,,,,,,,,
